gene	description
LOC123812273	small nucleolar RNA SNORA44;transcript_id=XR_006784553.1
LOC123811948	uncharacterized LOC123811948;transcript_id=XR_006784466.1
LOC123811038	uncharacterized LOC123811038;transcript_id=XR_006784337.1
SDHAF3	succinate dehydrogenase complex assembly factor 3%2C transcript variant X2;transcript_id=XM_045826940.1
SDHAF3	succinate dehydrogenase complex assembly factor 3%2C transcript variant X1;transcript_id=XM_045826939.1
LOC123811039	uncharacterized LOC123811039;transcript_id=XR_006784338.1
DLX5	distal-less homeobox 5;transcript_id=XM_045828317.1
DLX6	distal-less homeobox 6;transcript_id=XM_045828712.1
SEM1	SEM1 26S proteasome subunit;transcript_id=XM_045828246.1
LOC123811892	uncharacterized LOC123811892;transcript_id=XR_006784452.1
SLC25A13	solute carrier family 25 member 13%2C transcript variant X1;transcript_id=XM_045828248.1
SLC25A13	solute carrier family 25 member 13%2C transcript variant X2;transcript_id=XM_045828249.1
SLC25A13	solute carrier family 25 member 13%2C transcript variant X3;transcript_id=XM_045828250.1
SLC25A13	solute carrier family 25 member 13%2C transcript variant X4;transcript_id=XM_045828251.1
DYNC1I1	dynein cytoplasmic 1 intermediate chain 1%2C transcript variant X3;transcript_id=XM_045828664.1
DYNC1I1	dynein cytoplasmic 1 intermediate chain 1%2C transcript variant X2;transcript_id=XM_045828663.1
DYNC1I1	dynein cytoplasmic 1 intermediate chain 1%2C transcript variant X5;transcript_id=XM_045828666.1
DYNC1I1	dynein cytoplasmic 1 intermediate chain 1%2C transcript variant X4;transcript_id=XM_045828665.1
DYNC1I1	dynein cytoplasmic 1 intermediate chain 1%2C transcript variant X8;transcript_id=XM_045828669.1
DYNC1I1	dynein cytoplasmic 1 intermediate chain 1%2C transcript variant X1;transcript_id=XM_045828662.1
DYNC1I1	dynein cytoplasmic 1 intermediate chain 1%2C transcript variant X6;transcript_id=XM_045828667.1
DYNC1I1	dynein cytoplasmic 1 intermediate chain 1%2C transcript variant X9;transcript_id=XM_045828670.1
DYNC1I1	dynein cytoplasmic 1 intermediate chain 1%2C transcript variant X10;transcript_id=XM_045828671.1
DYNC1I1	dynein cytoplasmic 1 intermediate chain 1%2C transcript variant X7;transcript_id=XM_045828668.1
PDK4	pyruvate dehydrogenase kinase 4;transcript_id=XM_045827318.1
LOC123812242	U6 spliceosomal RNA;transcript_id=XR_006784528.1
ASB4	ankyrin repeat and SOCS box containing 4;transcript_id=XM_045828177.1
PON2	paraoxonase 2;transcript_id=XM_045828808.1
PON3	paraoxonase 3;transcript_id=XM_045828145.1
PON1	paraoxonase 1;transcript_id=XM_045828075.1
PPP1R9A	protein phosphatase 1 regulatory subunit 9A%2C transcript variant X3;transcript_id=XM_045827667.1
PPP1R9A	protein phosphatase 1 regulatory subunit 9A%2C transcript variant X2;transcript_id=XM_045827666.1
PPP1R9A	protein phosphatase 1 regulatory subunit 9A%2C transcript variant X1;transcript_id=XM_045827665.1
PPP1R9A	protein phosphatase 1 regulatory subunit 9A%2C transcript variant X4;transcript_id=XM_045827668.1
LOC123812239	U6 spliceosomal RNA;transcript_id=XR_006784527.1
PEG10	paternally expressed 10;transcript_id=XM_045827927.1
SGCE	sarcoglycan epsilon%2C transcript variant X3;transcript_id=XM_045827702.1
SGCE	sarcoglycan epsilon%2C transcript variant X1;transcript_id=XM_045827700.1
SGCE	sarcoglycan epsilon%2C transcript variant X2;transcript_id=XM_045827701.1
SGCE	sarcoglycan epsilon%2C transcript variant X4;transcript_id=XM_045827703.1
CASD1	CAS1 domain containing 1;transcript_id=XM_045828052.1
LOC123811668	uncharacterized LOC123811668;transcript_id=XR_006784418.1
COL1A2	collagen type I alpha 2 chain;transcript_id=XM_045827533.1
BET1	Bet1 golgi vesicular membrane trafficking protein;transcript_id=XM_045828031.1
GNG11	G protein subunit gamma 11;transcript_id=XM_045828164.1
GNGT1	G protein subunit gamma transducin 1%2C transcript variant X2;transcript_id=XM_045827021.1
GNGT1	G protein subunit gamma transducin 1%2C transcript variant X1;transcript_id=XM_045827020.1
TFPI2	tissue factor pathway inhibitor 2;transcript_id=XM_045828115.1
CALCR	calcitonin receptor%2C transcript variant X1;transcript_id=XM_045828311.1
CALCR	calcitonin receptor%2C transcript variant X2;transcript_id=XM_045828312.1
VPS50	VPS50 subunit of EARP/GARPII complex;transcript_id=XM_045828661.1
HEPACAM2	HEPACAM family member 2%2C transcript variant X2;transcript_id=XM_045827854.1
HEPACAM2	HEPACAM family member 2%2C transcript variant X1;transcript_id=XM_045827853.1
LOC123811803	sterile alpha motif domain-containing protein 9-like;transcript_id=XM_045828296.1
LOC123811686	uncharacterized LOC123811686;transcript_id=XR_006784420.1
LOC123811685	sterile alpha motif domain-containing protein 9-like%2C transcript variant X1;transcript_id=XM_045828084.1
LOC123811685	sterile alpha motif domain-containing protein 9-like%2C transcript variant X2;transcript_id=XM_045828085.1
SAMD9	sterile alpha motif domain containing 9%2C transcript variant X1;transcript_id=XM_045828369.1
SAMD9	sterile alpha motif domain containing 9%2C transcript variant X2;transcript_id=XM_045828370.1
SAMD9	sterile alpha motif domain containing 9%2C transcript variant X3;transcript_id=XM_045828372.1
CDK6	cyclin dependent kinase 6%2C transcript variant X2;transcript_id=XM_045827037.1
CDK6	cyclin dependent kinase 6%2C transcript variant X3;transcript_id=XM_045827038.1
CDK6	cyclin dependent kinase 6%2C transcript variant X1;transcript_id=XM_045827036.1
CDK6	cyclin dependent kinase 6%2C transcript variant X4;transcript_id=XM_045827039.1
FAM133B	family with sequence similarity 133 member B;transcript_id=XM_045828598.1
LOC123811201	EF-hand calcium-binding domain-containing protein 1-like;transcript_id=XM_045827254.1
RBM48	RNA binding motif protein 48;transcript_id=XM_045828197.1
PEX1	peroxisomal biogenesis factor 1%2C transcript variant X1;transcript_id=XM_045827641.1
PEX1	peroxisomal biogenesis factor 1%2C transcript variant X2;transcript_id=XM_045827642.1
GATAD1	GATA zinc finger domain containing 1%2C transcript variant X1;transcript_id=XM_045827643.1
GATAD1	GATA zinc finger domain containing 1%2C transcript variant X2;transcript_id=XM_045827645.1
GATAD1	GATA zinc finger domain containing 1%2C transcript variant X3;transcript_id=XM_045827646.1
LOC123811942	protein lifeguard 1-like;transcript_id=XM_045828482.1
ANKIB1	ankyrin repeat and IBR domain containing 1%2C transcript variant X4;transcript_id=XM_045827044.1
ANKIB1	ankyrin repeat and IBR domain containing 1%2C transcript variant X1;transcript_id=XM_045827041.1
ANKIB1	ankyrin repeat and IBR domain containing 1%2C transcript variant X3;transcript_id=XM_045827043.1
ANKIB1	ankyrin repeat and IBR domain containing 1%2C transcript variant X2;transcript_id=XM_045827042.1
KRIT1	KRIT1 ankyrin repeat containing%2C transcript variant X3;transcript_id=XM_045827048.1
KRIT1	KRIT1 ankyrin repeat containing%2C transcript variant X4;transcript_id=XM_045827049.1
KRIT1	KRIT1 ankyrin repeat containing%2C transcript variant X2;transcript_id=XM_045827047.1
KRIT1	KRIT1 ankyrin repeat containing%2C transcript variant X1;transcript_id=XM_045827046.1
LRRD1	leucine rich repeats and death domain containing 1;transcript_id=XM_045827248.1
LOC123811186	lanosterol 14-alpha demethylase;transcript_id=XM_045827249.1
AKAP9	A-kinase anchoring protein 9%2C transcript variant X3;transcript_id=XM_045827242.1
AKAP9	A-kinase anchoring protein 9%2C transcript variant X5;transcript_id=XM_045827244.1
AKAP9	A-kinase anchoring protein 9%2C transcript variant X6;transcript_id=XM_045827246.1
AKAP9	A-kinase anchoring protein 9%2C transcript variant X2;transcript_id=XM_045827241.1
AKAP9	A-kinase anchoring protein 9%2C transcript variant X4;transcript_id=XM_045827243.1
AKAP9	A-kinase anchoring protein 9%2C transcript variant X1;transcript_id=XM_045827240.1
AKAP9	A-kinase anchoring protein 9%2C transcript variant X7;transcript_id=XM_045827247.1
MTERF1	mitochondrial transcription termination factor 1%2C transcript variant X1;transcript_id=XM_045828790.1
MTERF1	mitochondrial transcription termination factor 1%2C transcript variant X3;transcript_id=XM_045828793.1
MTERF1	mitochondrial transcription termination factor 1%2C transcript variant X2;transcript_id=XM_045828792.1
FZD1	frizzled class receptor 1;transcript_id=XM_045827780.1
CDK14	cyclin dependent kinase 14%2C transcript variant X1;transcript_id=XM_045828168.1
CDK14	cyclin dependent kinase 14%2C transcript variant X4;transcript_id=XM_045828171.1
CDK14	cyclin dependent kinase 14%2C transcript variant X6;transcript_id=XM_045828174.1
CDK14	cyclin dependent kinase 14%2C transcript variant X5;transcript_id=XM_045828172.1
CDK14	cyclin dependent kinase 14%2C transcript variant X2;transcript_id=XM_045828169.1
CDK14	cyclin dependent kinase 14%2C transcript variant X3;transcript_id=XM_045828170.1
LOC123812210	U4 spliceosomal RNA;transcript_id=XR_006784499.1
PTTG1IP2	PTTG1IP family member 2;transcript_id=XM_045827255.1
CLDN12	claudin 12;transcript_id=XM_045828674.1
GTPBP10	GTP binding protein 10%2C transcript variant X1;transcript_id=XM_045828340.1
GTPBP10	GTP binding protein 10%2C transcript variant X2;transcript_id=XM_045828341.1
LOC123812209	U4 spliceosomal RNA;transcript_id=XR_006784498.1
FAM237B	family with sequence similarity 237 member B%2C transcript variant X1;transcript_id=XM_045828936.1
FAM237B	family with sequence similarity 237 member B%2C transcript variant X2;transcript_id=XM_045828937.1
CFAP69	cilia and flagella associated protein 69%2C transcript variant X2;transcript_id=XM_045828024.1
CFAP69	cilia and flagella associated protein 69%2C transcript variant X1;transcript_id=XM_045828023.1
STEAP2	STEAP2 metalloreductase;transcript_id=XM_045828477.1
STEAP1	STEAP family member 1;transcript_id=XM_045828308.1
ZNF804B	zinc finger protein 804B;transcript_id=XM_045827256.1
TEX47	testis expressed 47;transcript_id=XM_045828770.1
STEAP4	STEAP4 metalloreductase;transcript_id=XM_045827147.1
SRI	sorcin;transcript_id=XM_045827148.1
ADAM22	ADAM metallopeptidase domain 22%2C transcript variant X15;transcript_id=XM_045826929.1
ADAM22	ADAM metallopeptidase domain 22%2C transcript variant X4;transcript_id=XM_045826916.1
ADAM22	ADAM metallopeptidase domain 22%2C transcript variant X3;transcript_id=XM_045826915.1
ADAM22	ADAM metallopeptidase domain 22%2C transcript variant X2;transcript_id=XM_045826914.1
ADAM22	ADAM metallopeptidase domain 22%2C transcript variant X1;transcript_id=XM_045826913.1
ADAM22	ADAM metallopeptidase domain 22%2C transcript variant X16;transcript_id=XM_045826930.1
ADAM22	ADAM metallopeptidase domain 22%2C transcript variant X10;transcript_id=XM_045826923.1
ADAM22	ADAM metallopeptidase domain 22%2C transcript variant X8;transcript_id=XM_045826921.1
ADAM22	ADAM metallopeptidase domain 22%2C transcript variant X7;transcript_id=XM_045826920.1
ADAM22	ADAM metallopeptidase domain 22%2C transcript variant X5;transcript_id=XM_045826917.1
ADAM22	ADAM metallopeptidase domain 22%2C transcript variant X6;transcript_id=XM_045826918.1
ADAM22	ADAM metallopeptidase domain 22%2C transcript variant X13;transcript_id=XM_045826927.1
ADAM22	ADAM metallopeptidase domain 22%2C transcript variant X12;transcript_id=XM_045826926.1
ADAM22	ADAM metallopeptidase domain 22%2C transcript variant X9;transcript_id=XM_045826922.1
ADAM22	ADAM metallopeptidase domain 22%2C transcript variant X11;transcript_id=XM_045826924.1
ADAM22	ADAM metallopeptidase domain 22%2C transcript variant X14;transcript_id=XM_045826928.1
DBF4	DBF4 zinc finger%2C transcript variant X5;transcript_id=XM_045828396.1
DBF4	DBF4 zinc finger%2C transcript variant X4;transcript_id=XM_045828395.1
DBF4	DBF4 zinc finger%2C transcript variant X1;transcript_id=XM_045828392.1
DBF4	DBF4 zinc finger%2C transcript variant X3;transcript_id=XM_045828394.1
DBF4	DBF4 zinc finger%2C transcript variant X2;transcript_id=XM_045828393.1
SLC25A40	solute carrier family 25 member 40%2C transcript variant X1;transcript_id=XM_045828397.1
SLC25A40	solute carrier family 25 member 40%2C transcript variant X2;transcript_id=XM_045828398.1
RUNDC3B	RUN domain containing 3B%2C transcript variant X4;transcript_id=XM_045828760.1
RUNDC3B	RUN domain containing 3B%2C transcript variant X2;transcript_id=XM_045828757.1
RUNDC3B	RUN domain containing 3B%2C transcript variant X3;transcript_id=XM_045828759.1
RUNDC3B	RUN domain containing 3B%2C transcript variant X1;transcript_id=XM_045828756.1
RUNDC3B	RUN domain containing 3B%2C transcript variant X5;transcript_id=XM_045828761.1
ABCB1	ATP binding cassette subfamily B member 1;transcript_id=XM_045827989.1
ABCB4	ATP binding cassette subfamily B member 4%2C transcript variant X2;transcript_id=XM_045827435.1
ABCB4	ATP binding cassette subfamily B member 4%2C transcript variant X1;transcript_id=XM_045827433.1
ABCB4	ATP binding cassette subfamily B member 4%2C transcript variant X3;transcript_id=XM_045827436.1
ABCB4	ATP binding cassette subfamily B member 4%2C transcript variant X4;transcript_id=XM_045827437.1
CROT	carnitine O-octanoyltransferase%2C transcript variant X1;transcript_id=XM_045828513.1
CROT	carnitine O-octanoyltransferase%2C transcript variant X2;transcript_id=XM_045828514.1
TMEM243	transmembrane protein 243%2C transcript variant X2;transcript_id=XM_045827096.1
TMEM243	transmembrane protein 243%2C transcript variant X1;transcript_id=XM_045827094.1
DMTF1	cyclin D binding myb like transcription factor 1%2C transcript variant X3;transcript_id=XM_045827093.1
DMTF1	cyclin D binding myb like transcription factor 1%2C transcript variant X2;transcript_id=XM_045827092.1
DMTF1	cyclin D binding myb like transcription factor 1%2C transcript variant X1;transcript_id=XM_045827091.1
ELAPOR2	endosome-lysosome associated apoptosis and autophagy regulator family member 2;transcript_id=XM_045828926.1
GRM3	glutamate metabotropic receptor 3%2C transcript variant X2;transcript_id=XM_045826932.1
GRM3	glutamate metabotropic receptor 3%2C transcript variant X1;transcript_id=XM_045826931.1
LOC123811209	syncytin-1-like;transcript_id=XM_045827257.1
SEMA3D	semaphorin 3D%2C transcript variant X1;transcript_id=XM_045828294.1
SEMA3D	semaphorin 3D%2C transcript variant X2;transcript_id=XM_045828295.1
LOC123811211	syncytin-1-like;transcript_id=XM_045827258.1
SEMA3A	semaphorin 3A;transcript_id=XM_045828814.1
SEMA3E	semaphorin 3E%2C transcript variant X1;transcript_id=XM_045827770.1
SEMA3E	semaphorin 3E%2C transcript variant X2;transcript_id=XM_045827771.1
LOC123812269	small nucleolar RNA SNORA28;transcript_id=XR_006784549.1
PCLO	piccolo presynaptic cytomatrix protein%2C transcript variant X1;transcript_id=XM_045827052.1
PCLO	piccolo presynaptic cytomatrix protein%2C transcript variant X3;transcript_id=XM_045827055.1
PCLO	piccolo presynaptic cytomatrix protein%2C transcript variant X4;transcript_id=XM_045827056.1
PCLO	piccolo presynaptic cytomatrix protein%2C transcript variant X2;transcript_id=XM_045827053.1
PCLO	piccolo presynaptic cytomatrix protein%2C transcript variant X5;transcript_id=XM_045827057.1
CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1%2C transcript variant X1;transcript_id=XM_045827337.1
CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1%2C transcript variant X2;transcript_id=XM_045827338.1
CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1%2C transcript variant X3;transcript_id=XM_045827339.1
CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1%2C transcript variant X5;transcript_id=XM_045827341.1
CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1%2C transcript variant X4;transcript_id=XM_045827340.1
CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1%2C transcript variant X6;transcript_id=XM_045827342.1
CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1%2C transcript variant X8;transcript_id=XM_045827345.1
CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1%2C transcript variant X7;transcript_id=XM_045827343.1
HGF	hepatocyte growth factor%2C transcript variant X2;transcript_id=XM_045827654.1
HGF	hepatocyte growth factor%2C transcript variant X1;transcript_id=XM_045827652.1
HGF	hepatocyte growth factor%2C transcript variant X3;transcript_id=XM_045827655.1
SEMA3C	semaphorin 3C;transcript_id=XM_045828281.1
CD36	CD36 molecule%2C transcript variant X4;transcript_id=XM_045827386.1
CD36	CD36 molecule%2C transcript variant X8;transcript_id=XM_045827390.1
CD36	CD36 molecule%2C transcript variant X10;transcript_id=XM_045827392.1
CD36	CD36 molecule%2C transcript variant X6;transcript_id=XM_045827388.1
CD36	CD36 molecule%2C transcript variant X7;transcript_id=XM_045827389.1
CD36	CD36 molecule%2C transcript variant X1;transcript_id=XM_045827383.1
CD36	CD36 molecule%2C transcript variant X3;transcript_id=XM_045827385.1
CD36	CD36 molecule%2C transcript variant X2;transcript_id=XM_045827384.1
CD36	CD36 molecule%2C transcript variant X5;transcript_id=XM_045827387.1
CD36	CD36 molecule%2C transcript variant X9;transcript_id=XM_045827391.1
GNAT3	G protein subunit alpha transducin 3;transcript_id=XM_045827393.1
